ORIG_FID,SIA2024BuildingType,BuildingAge,GlazingRatio
18213,MFH,2002,45
18214,MFH,1903,49
18215,MFH,1993,13
18216,MFH,1975,54
18217,MFH,2004,34
18218,MFH,2003,35
18219,MFH,2014,38
18220,MFH,1997,24
18221,MFH,1988,50
18222,MFH,1909,52
18223,MFH,1902,12
18224,MFH,1945,34
18225,MFH,2014,54
18226,MFH,1927,25
18227,MFH,1947,14
18228,MFH,1968,22
18229,MFH,2008,27
18230,MFH,1905,37
18231,MFH,1917,47
18232,MFH,1921,25
18233,MFH,1990,31
18234,MFH,1954,40
18235,MFH,1959,20
18236,MFH,1979,41
18237,MFH,1916,31
18238,MFH,1999,54
18239,MFH,1918,13
18240,MFH,1955,56
18241,MFH,1993,51
18242,MFH,2017,30
18243,MFH,1949,49
18244,MFH,1990,48
18245,MFH,2013,53
18246,MFH,1926,55
18247,MFH,1934,53
18248,MFH,1991,29
18249,MFH,1988,20
18250,MFH,1900,15
18251,MFH,1997,51
18252,MFH,1992,35
18253,MFH,1927,14
18254,MFH,1976,27
18255,MFH,2015,37
18256,MFH,1921,28
18257,MFH,1951,29
18258,MFH,2004,43
18259,MFH,1936,11
18260,MFH,1921,50
18261,MFH,1982,51
18262,MFH,1911,24
18263,MFH,1959,31
18264,MFH,1965,38
18265,MFH,1990,31
18266,MFH,1976,59
18267,MFH,1993,58
18268,MFH,1937,33
18269,MFH,1956,34
18270,MFH,1955,52
18271,MFH,2018,13
18272,MFH,1911,17
18273,MFH,2019,18
18274,MFH,1995,17
18275,MFH,1964,36
18276,MFH,1922,38
18277,MFH,1911,24
18278,MFH,1918,40
18279,MFH,1975,49
18280,MFH,2018,59
18281,MFH,1979,59
18282,MFH,1905,31
18283,MFH,1935,21
18284,MFH,1987,43
18285,MFH,1999,42
18286,MFH,1953,21
18287,MFH,1915,55
18288,MFH,1933,38
18289,MFH,2015,44
18290,MFH,1910,50
18291,MFH,1953,25
18292,MFH,1928,37
18293,MFH,1961,51
18294,MFH,1915,52
18295,MFH,1919,31
18296,MFH,1962,18
18297,MFH,1972,27
18298,MFH,2016,13
18299,MFH,1906,13
18300,MFH,1980,40
18301,MFH,1911,10
18302,MFH,1943,51
18303,MFH,2008,19
18304,MFH,1983,14
18305,MFH,1909,43
18306,MFH,1962,19
18307,MFH,1966,17
18308,MFH,1949,41
18309,MFH,1928,41
18310,MFH,2010,23
18311,MFH,1914,25
18312,MFH,2014,49
18313,MFH,2016,14
18314,MFH,1970,37
18315,MFH,1921,30
18316,MFH,1976,41
18317,MFH,1967,12
18318,MFH,1984,54
18319,MFH,1984,51
18320,MFH,1980,20
18321,MFH,1947,30
18322,MFH,1998,40
18323,MFH,1973,30
18324,MFH,1978,45
18325,MFH,1986,20
18326,MFH,1913,36
18327,MFH,1929,54
18328,MFH,1938,32
18329,MFH,1942,48
18330,MFH,1984,51
18331,MFH,2005,19
18332,MFH,1941,25
18333,MFH,1953,31
18334,MFH,1984,24
18335,MFH,2017,29
18336,MFH,1984,52
18337,MFH,1964,45
18338,MFH,1928,31
18339,MFH,1984,15
18340,MFH,1970,27
18341,MFH,1970,26
18342,MFH,2006,46
18343,MFH,2018,15
18344,MFH,1923,40
18345,MFH,2019,41
18346,MFH,2015,14
18347,MFH,1925,36
18348,MFH,1907,37
18349,MFH,1973,51
18350,MFH,1929,46
18351,MFH,1915,55
18352,MFH,1913,51
18353,MFH,2002,11
18354,MFH,1903,45
18355,MFH,1966,37
18356,MFH,2015,11
18357,MFH,2008,21
18358,MFH,1947,45
18359,MFH,1947,11
18360,MFH,1963,55
18361,MFH,1968,58
18362,MFH,1912,56
18363,MFH,1988,50
18364,MFH,1944,56
18365,MFH,1980,48
18366,MFH,2001,15
18367,MFH,1926,14
18368,MFH,1939,27
18369,MFH,1957,22
18370,MFH,1950,18
18371,MFH,2011,12
18372,MFH,1927,13
18373,MFH,1937,58
18374,MFH,1921,10
18375,MFH,1916,22
18376,MFH,1939,15
18377,MFH,1938,27
18378,MFH,1957,18
18379,MFH,1914,25
18380,MFH,1900,52
18381,MFH,2011,41
18382,MFH,1987,52
18383,MFH,1970,45
18384,MFH,1907,23
18385,MFH,2010,21
18386,MFH,1908,43
18387,MFH,1901,53
18388,MFH,2006,46
18389,MFH,1930,37
18390,MFH,1963,13
18391,MFH,1940,53
18392,MFH,1934,57
18393,MFH,1927,54
18394,MFH,2013,26
18395,MFH,1988,50
18396,MFH,1971,18
18397,MFH,1969,32
18398,MFH,1907,20
18399,MFH,1943,14
18400,MFH,1918,22
18401,MFH,1988,12
18402,MFH,1904,42
18403,MFH,1906,28
18404,MFH,1964,38
18405,MFH,1958,33
18406,MFH,1999,47
18407,MFH,1926,27
18408,MFH,1983,40
18409,MFH,1990,49
18410,MFH,1927,49
18411,MFH,2003,49
18412,MFH,1916,31
18413,MFH,1977,44
18414,MFH,1911,54
18415,MFH,1932,54
18416,MFH,1964,36
18417,MFH,2005,35
18418,MFH,1947,51
18419,MFH,1940,27
18420,MFH,1938,19
18421,MFH,2002,39
18422,MFH,1939,31
18423,MFH,1951,49
18424,MFH,1905,50
18425,MFH,2015,19
18426,MFH,1908,42
18427,MFH,2005,59
18428,MFH,1966,24
18429,MFH,1915,14
18430,MFH,1907,29
18431,MFH,1970,35
18432,MFH,2010,22
18433,MFH,1970,41
18434,MFH,2004,24
18435,MFH,1939,35
18436,MFH,1997,30
18437,MFH,2018,28
18438,MFH,2007,59
18439,MFH,1937,19
18440,MFH,1973,24
18441,MFH,1916,23
18442,MFH,2004,47
18443,MFH,1993,37
18444,MFH,1986,53
18445,MFH,1957,48
18446,MFH,1937,47
18447,MFH,1952,58
18448,MFH,2006,34
18449,MFH,1923,55
18450,MFH,1999,40
18451,MFH,1931,13
18452,MFH,1953,49
18453,MFH,2007,34
18454,MFH,1939,52
18455,MFH,1974,39
18456,MFH,1914,50
18457,MFH,1920,22
18458,MFH,2012,13
18459,MFH,2004,18
18460,MFH,1955,50
18461,MFH,1905,54
18462,MFH,1974,15
18463,MFH,1980,48
18464,MFH,1993,15
18465,MFH,1998,59
18466,MFH,1923,14
18467,MFH,1997,56
18468,MFH,1919,24
18469,MFH,1976,39
18470,MFH,1915,33
18471,MFH,1967,38
18472,MFH,1976,53
18473,MFH,1985,44
18474,MFH,1950,43
18475,MFH,1927,18
18476,MFH,1973,14
18477,MFH,2015,46
18478,MFH,1917,33
18479,MFH,2009,17
18480,MFH,1977,27
18481,MFH,1943,29
18482,MFH,1960,23
18483,MFH,1954,38
18484,MFH,1934,41
18485,MFH,1918,26
18486,MFH,1961,43
18487,MFH,1942,30
18488,MFH,1926,24
18489,MFH,1926,19
18490,MFH,1905,49
18491,MFH,1960,27
18492,MFH,1932,10
18493,MFH,1953,54
18494,MFH,1905,10
18495,MFH,1923,13
18496,MFH,1935,43
18497,MFH,2005,41
18498,MFH,1927,12
18499,MFH,1966,36
18500,MFH,1991,44
18501,MFH,1975,42
18502,MFH,1961,30
18503,MFH,1942,20
18504,MFH,1913,55
18505,MFH,1906,34
18506,MFH,2009,55
18507,MFH,1957,11
18508,MFH,2016,34
18509,MFH,2009,26
18510,MFH,1952,11
18511,MFH,1968,45
18512,MFH,1970,23
18513,MFH,1993,47
18514,MFH,1918,53
18515,MFH,2013,28
18516,MFH,1906,28
18517,MFH,2016,56
18518,MFH,1976,17
18519,MFH,1989,55
18520,MFH,1908,17
18521,MFH,2000,56
18522,MFH,1973,42
18523,MFH,1993,29
18524,MFH,1995,28
18525,MFH,1908,57
18526,MFH,2011,45
18527,MFH,2008,44
18528,MFH,1943,13
18529,MFH,1910,45
18530,MFH,2011,53
18531,MFH,1959,57
18532,MFH,1940,46
18533,MFH,1997,16
18534,MFH,2007,40
18535,MFH,1937,41
18536,MFH,1901,46
18537,MFH,1956,36
18538,MFH,1981,48
18539,MFH,1928,17
18540,MFH,1928,54
18541,MFH,1958,16
18542,MFH,1915,25
18543,MFH,1938,55
18544,MFH,1946,42
18545,MFH,1965,35
18546,MFH,1901,39
18547,MFH,1955,58
18548,MFH,1914,12
18549,MFH,1993,56
18550,MFH,1984,20
18551,MFH,1908,12
18552,MFH,1988,27
18553,MFH,1910,47
18554,MFH,1966,53
18555,MFH,1987,16
18556,MFH,1943,51
18557,MFH,1942,31
18558,MFH,2008,21
18559,MFH,1962,46
18560,MFH,2006,43
18561,MFH,1965,52
18562,MFH,1948,11
18563,MFH,1917,53
18564,MFH,1905,36
18565,MFH,1959,36
18566,MFH,1940,28
18567,MFH,2015,50
18568,MFH,1937,39
18569,MFH,1933,23
18570,MFH,1975,24
18571,MFH,1943,10
18572,MFH,1934,25
18573,MFH,1905,24
18574,MFH,1929,58
18575,MFH,1977,18
18576,MFH,1949,54
18577,MFH,2010,23
18578,MFH,1972,53
18579,MFH,2009,49
18580,MFH,1970,55
18581,MFH,1934,50
18582,MFH,1990,24
18583,MFH,1941,46
18584,MFH,1906,58
18585,MFH,1945,45
18586,MFH,1931,47
18587,MFH,1952,39
18588,MFH,1918,45
18589,MFH,1950,45
18590,MFH,1981,31
18591,MFH,1992,18
18592,MFH,1937,17
18593,MFH,1900,22
18594,MFH,1904,26
18595,MFH,2004,40
18596,MFH,1996,28
18597,MFH,1943,59
18598,MFH,1925,29
18599,MFH,1902,30
18600,MFH,1941,13
18601,MFH,2015,10
18602,MFH,1928,34
18603,MFH,1956,11
18604,MFH,1985,45
18605,MFH,1912,29
18606,MFH,1921,56
18607,MFH,1997,35
18608,MFH,2013,12
18609,MFH,2000,36
18610,MFH,1993,29
18611,MFH,1949,15
18612,MFH,1954,39
18613,MFH,1990,32
18614,MFH,1971,51
18615,MFH,2009,54
18616,MFH,1915,30
18617,MFH,1933,39
18618,MFH,1975,44
18619,MFH,1961,37
18620,MFH,1969,15
18621,MFH,1917,17
18622,MFH,1919,40
18623,MFH,1921,36
18624,MFH,1984,32
18625,MFH,1940,57
18626,MFH,1917,48
18627,MFH,1900,10
18628,MFH,2008,24
18629,MFH,1925,42
18630,MFH,2017,16
18631,MFH,2011,59
18632,MFH,1940,58
18633,MFH,1909,22
18634,MFH,1932,30
18635,MFH,1918,30
18636,MFH,1980,50
18637,MFH,1923,55
18638,MFH,2010,19
18639,MFH,1951,17
18640,MFH,1988,16
18641,MFH,1921,23
18642,MFH,1995,11
18643,MFH,1975,31
18644,MFH,1921,33
18645,MFH,1943,20
18646,MFH,1962,56
18647,MFH,1908,15
18648,MFH,2003,29
18649,MFH,2012,48
18650,MFH,1926,44
18651,MFH,1949,33
18652,MFH,1900,50
18653,MFH,1990,56
18654,MFH,1954,44
18655,MFH,1919,22
18656,MFH,1930,51
18657,MFH,1999,19
18658,MFH,1979,28
18659,MFH,1935,37
18660,MFH,1960,46
18661,MFH,2014,38
18662,MFH,1945,20
18663,MFH,1973,38
18664,MFH,2000,15
18665,MFH,1914,52
18666,MFH,1905,52
18667,MFH,1944,10
18668,MFH,1944,17
18669,MFH,1909,44
18670,MFH,1986,43
18671,MFH,1917,14
18672,MFH,1916,33
18673,MFH,1921,22
18674,MFH,1921,20
18675,MFH,1965,38
18676,MFH,1979,13
18677,MFH,1938,44
18678,MFH,2017,26
18679,MFH,1955,46
18680,MFH,1918,47
18681,MFH,1978,20
18682,MFH,2009,22
18683,MFH,1973,27
18684,MFH,1940,13
18685,MFH,1925,28
18686,MFH,1975,11
18687,MFH,1936,46
18688,MFH,1988,13
18689,MFH,1991,14
18690,MFH,1931,59
18691,MFH,2006,10
18692,MFH,1964,18
18693,MFH,2005,18
18694,MFH,1985,50
18695,MFH,1915,59
18696,MFH,1903,31
18697,MFH,1948,46
18698,MFH,1980,21
18699,MFH,1923,31
18700,MFH,1955,48
18701,MFH,1971,42
18702,MFH,1999,31
18703,MFH,1942,15
18704,MFH,1924,31
18705,MFH,1972,26
18706,MFH,1971,16
18707,MFH,1955,47
18708,MFH,1934,36
18709,MFH,1902,12
18710,MFH,1952,23
18711,MFH,1907,41
18712,MFH,1909,43
18713,MFH,1914,33
18714,MFH,1980,19
18715,MFH,1944,58
18716,MFH,1934,15
18717,MFH,1966,22
18718,MFH,1940,50
18719,MFH,1941,55
18720,MFH,1945,59
18721,MFH,1933,28
18722,MFH,1914,12
18723,MFH,1998,25
18724,MFH,1993,16
18725,MFH,1940,41
18726,MFH,1920,38
18727,MFH,2010,21
18728,MFH,1930,52
18729,MFH,1992,30
18730,MFH,2018,13
18731,MFH,1920,26
18732,MFH,1944,46
18733,MFH,1952,56
18734,MFH,2009,18
18735,MFH,1981,47
18736,MFH,1950,58
18737,MFH,1957,27
18738,MFH,1952,12
18739,MFH,1949,41
18740,MFH,1972,13
18741,MFH,1908,40
18742,MFH,1931,57
18743,MFH,1987,28
18744,MFH,1909,50
18745,MFH,2005,48
18746,MFH,1995,11
18747,MFH,2001,25
18748,MFH,1921,16
18749,MFH,1953,59
18750,MFH,1986,34
18751,MFH,1982,18
18752,MFH,1911,37
18753,MFH,2015,20
18754,MFH,1968,42
18755,MFH,1967,30
18756,MFH,2018,21
18757,MFH,1944,46
18758,MFH,2017,24
18759,MFH,1981,52
18760,MFH,2014,27
18761,MFH,1913,16
18762,MFH,1978,34
18763,MFH,1955,52
18764,MFH,2001,45
18765,MFH,1957,18
18766,MFH,1975,36
18767,MFH,1913,18
18768,MFH,1974,32
18769,MFH,1970,25
18770,MFH,1984,42
18771,MFH,1903,44
18772,MFH,1974,25
18773,MFH,1908,33
18774,MFH,1954,49
18775,MFH,1944,47
18776,MFH,1948,56
18777,MFH,1955,59
18778,MFH,1973,20
18779,MFH,1934,38
18780,MFH,1955,49
18781,MFH,2010,15
18782,MFH,1909,55
18783,MFH,1906,59
18784,MFH,1957,40
18785,MFH,1968,45
18786,MFH,2001,13
18787,MFH,2008,58
18788,MFH,2004,16
18789,MFH,1923,43
18790,MFH,1927,47
18791,MFH,2017,46
18792,MFH,1984,50
18793,MFH,2015,45
18794,MFH,1921,19
18795,MFH,1923,16
18796,MFH,2003,15
18797,MFH,1916,43
18798,MFH,2003,39
18799,MFH,1926,52
18800,MFH,1962,10
18801,MFH,2011,56
18802,MFH,1950,14
18803,MFH,1970,58
18804,MFH,1949,39
18805,MFH,2014,41
18806,MFH,1917,29
18807,MFH,2014,21
18808,MFH,1944,59
18809,MFH,1968,12
18810,MFH,1916,23
18811,MFH,2000,30
18812,MFH,2000,51
18813,MFH,1942,34
18814,MFH,1988,21
18815,MFH,1990,28
18816,MFH,1929,20
18817,MFH,1980,38
18818,MFH,1911,15
18819,MFH,1934,36
18820,MFH,1909,14
18821,MFH,2001,26
18822,MFH,1966,55
18823,MFH,2009,31
18824,MFH,1940,43
18825,MFH,2011,19
18826,MFH,1930,48
18827,MFH,1994,49
18828,MFH,2007,13
18829,MFH,2013,31
18830,MFH,1992,10
18831,MFH,2001,33
18832,MFH,2000,32
18833,MFH,1921,43
18834,MFH,1965,37
18835,MFH,1905,31
18836,MFH,1901,26
18837,MFH,1914,27
18838,MFH,1963,28
18839,MFH,2004,54
18840,MFH,1963,28
18841,MFH,1933,21
18842,MFH,1978,59
18843,MFH,1924,18
18844,MFH,1981,10
18845,MFH,2011,19
18846,MFH,1964,49
18847,MFH,1924,52
18848,MFH,1969,20
18849,MFH,1999,48
18850,MFH,1993,50
18851,MFH,2005,19
18852,MFH,1946,33
18853,MFH,2017,51
18854,MFH,1965,45
18855,MFH,1943,57
18856,MFH,1994,19
18857,MFH,2010,45
18858,MFH,1971,43
18859,MFH,1914,17
18860,MFH,1998,49
18861,MFH,1940,23
18862,MFH,1930,12
18863,MFH,1982,53
18864,MFH,1967,13
18865,MFH,2003,27
18866,MFH,2005,36
18867,MFH,1991,29
18868,MFH,1985,13
18869,MFH,2007,48
18870,MFH,1957,37
18871,MFH,1968,52
18872,MFH,1903,43
18873,MFH,2015,19
18874,MFH,1983,39
18875,MFH,1982,15
18876,MFH,1985,38
18877,MFH,2011,12
18878,MFH,1985,35
18879,MFH,1926,48
18880,MFH,2013,52
18881,MFH,2014,25
18882,MFH,1987,15
18883,MFH,1907,35
18884,MFH,2011,44
18885,MFH,1931,19
18886,MFH,1922,40
18887,MFH,1914,20
18888,MFH,1926,12
18889,MFH,1950,19
18890,MFH,1908,12
18891,MFH,2011,47
18892,MFH,2007,11
18893,MFH,1984,42
18894,MFH,2010,16
18895,MFH,1981,19
18896,MFH,1955,22
18897,MFH,1943,39
18898,MFH,2010,16
18899,MFH,1947,38
18900,MFH,2015,10
18901,MFH,1935,49
18902,MFH,1974,18
18903,MFH,1907,51
18904,MFH,2016,49
18905,MFH,2018,26
18906,MFH,1955,57
18907,MFH,1942,25
18908,MFH,2004,20
18909,MFH,1922,18
18910,MFH,1991,43
18911,MFH,1977,55
18912,MFH,1936,56
18913,MFH,1982,29
18914,MFH,1949,58
18915,MFH,1906,40
18916,MFH,2017,28
18917,MFH,1975,28
18918,MFH,2000,32
18919,MFH,2002,38
18920,MFH,1993,45
18921,MFH,2018,28
18922,MFH,1971,19
18923,MFH,2019,16
18924,MFH,1923,54
18925,MFH,1996,57
18926,MFH,1919,41
18927,MFH,1968,11
18928,MFH,1988,43
18929,MFH,2001,22
18930,MFH,1927,15
18931,MFH,1937,35
18932,MFH,1995,19
18933,MFH,1900,40
18934,MFH,1916,42
18935,MFH,2019,13
18936,MFH,2006,53
18937,MFH,1973,59
18938,MFH,1999,51
18939,MFH,1913,45
18940,MFH,1983,52
18941,MFH,1925,12
18942,MFH,1935,18
18943,MFH,2009,31
18944,MFH,1944,21
18945,MFH,2018,11
18946,MFH,1990,15
18947,MFH,1939,22
18948,MFH,1935,44
18949,MFH,2008,59
18950,MFH,1968,37
18951,MFH,1976,27
18952,MFH,2008,42
18953,MFH,1916,29
18954,MFH,1964,15
18955,MFH,1980,41
18956,MFH,1938,43
18957,MFH,1964,56
18958,MFH,1903,43
18959,MFH,1981,15
18960,MFH,1917,48
18961,MFH,1963,38
18962,MFH,1995,13
18963,MFH,1922,35
18964,MFH,1977,15
18965,MFH,1972,54
18966,MFH,2017,55
18967,MFH,1994,29
18968,MFH,1949,23
18969,MFH,1983,41
18970,MFH,2016,59
18971,MFH,1974,26
18972,MFH,1967,21
18973,MFH,1908,35
18974,MFH,1937,21
18975,MFH,1983,35
18976,MFH,1947,58
18977,MFH,2011,26
18978,MFH,2011,44
18979,MFH,1965,42
18980,MFH,1949,56
18981,MFH,1977,39
18982,MFH,1950,11
18983,MFH,2004,55
18984,MFH,1992,41
18985,MFH,1990,37
18986,MFH,1939,26
18987,MFH,1960,39
18988,MFH,1947,22
18989,MFH,2008,56
18990,MFH,1946,35
18991,MFH,2001,31
18992,MFH,1933,57
18993,MFH,2013,23
18994,MFH,1955,34
18995,MFH,1905,42
18996,MFH,1989,55
18997,MFH,1984,36
18998,MFH,1939,33
18999,MFH,1941,13
19000,MFH,2013,40
19001,MFH,1999,43
19002,MFH,1971,47
19003,MFH,1904,35
19004,MFH,1953,38
19005,MFH,1901,43
19006,MFH,1989,20
19007,MFH,1977,54
19008,MFH,1967,11
19009,MFH,1914,29
19010,MFH,1964,48
19011,MFH,2018,15
19012,MFH,2006,48
19013,MFH,1972,58
19014,MFH,1977,10
19015,MFH,1908,32
19016,MFH,2003,26
19017,MFH,1999,45
19018,MFH,1977,16
19019,MFH,1982,17
19020,MFH,1974,16
19021,MFH,1932,47
19022,MFH,1958,24
19023,MFH,2001,16
19024,MFH,1945,13
19025,MFH,1934,11
19026,MFH,2005,53
19027,MFH,1935,38
19028,MFH,1973,12
19029,MFH,1964,27
19030,MFH,1926,25
19031,MFH,1926,44
19032,MFH,1973,20
19033,MFH,1997,22
19034,MFH,1956,35
19035,MFH,1917,20
19036,MFH,1956,56
19037,MFH,1993,28
19038,MFH,1969,17
19039,MFH,1952,13
19040,MFH,1954,27
19041,MFH,1928,54
19042,MFH,1934,25
19043,MFH,1978,38
19044,MFH,2009,12
19045,MFH,1975,14
19046,MFH,1908,14
19047,MFH,2005,43
19048,MFH,2015,41
19049,MFH,1937,20
19050,MFH,1980,19
19051,MFH,1915,57
19052,MFH,1913,32
19053,MFH,1944,33
19054,MFH,1983,32
19055,MFH,1925,40
19056,MFH,1974,28
19057,MFH,1968,19
19058,MFH,1912,10
19059,MFH,1935,18
19060,MFH,1985,44
19061,MFH,1960,26
19062,MFH,1970,52
19063,MFH,1980,24
19064,MFH,2012,54
19065,MFH,1916,52
19066,MFH,1913,10
19067,MFH,1967,59
19068,MFH,1902,48
19069,MFH,1909,38
19070,MFH,1953,11
19071,MFH,1918,59
19072,MFH,1919,15
19073,MFH,1971,11
19074,MFH,1948,30
19075,MFH,1975,30
19076,MFH,1967,17
19077,MFH,2007,36
19078,MFH,1948,52
19079,MFH,1952,38
19080,MFH,1984,44
19081,MFH,2014,59
19082,MFH,1913,56
19083,MFH,1954,14
19084,MFH,1918,55
19085,MFH,1948,10
19086,MFH,1924,42
19087,MFH,1918,58
19088,MFH,1994,20
19089,MFH,1959,18
19090,MFH,1996,55
19091,MFH,1973,21
19092,MFH,2018,34
19093,MFH,1994,11
19094,MFH,1959,44
19095,MFH,1963,32
19096,MFH,1942,11
19097,MFH,1986,46
19098,MFH,1917,30
19099,MFH,1981,17
19100,MFH,1927,22
19101,MFH,1980,46
19102,MFH,1938,31
19103,MFH,2005,47
19104,MFH,1949,42
19105,MFH,2014,20
19106,MFH,1961,34
19107,MFH,1956,35
19108,MFH,1943,35
19109,MFH,1973,24
19110,MFH,1987,45
19111,MFH,1948,17
19112,MFH,1907,30
19113,MFH,2005,23
19114,MFH,2010,49
19115,MFH,1995,48
19116,MFH,1900,55
19117,MFH,1993,41
19118,MFH,2008,14
19119,MFH,1906,18
19120,MFH,1997,36
19121,MFH,1960,53
19122,MFH,1907,23
19123,MFH,1912,59
19124,MFH,1970,38
19125,MFH,1976,24
19126,MFH,1940,34
19127,MFH,1990,52
19128,MFH,1993,37
19129,MFH,1965,58
19130,MFH,2010,54
19131,MFH,1994,53
19132,MFH,2019,15
19133,MFH,1985,15
19134,MFH,1981,25
19135,MFH,1997,44
19136,MFH,1924,12
19137,MFH,2002,14
19138,MFH,1930,30
19139,MFH,2007,53
19140,MFH,1951,50
19141,MFH,1969,33
19142,MFH,1984,35
19143,MFH,1920,15
19144,MFH,1904,21
19145,MFH,2004,22
19146,MFH,1906,21
19147,MFH,2012,23
19148,MFH,1998,44
19149,MFH,1985,49
19150,MFH,1909,39
19151,MFH,1990,41
19152,MFH,1969,14
19153,MFH,1992,19
19154,MFH,1945,38
19155,MFH,1930,14
19156,MFH,2016,56
19157,MFH,1914,49
19158,MFH,1958,55
19159,MFH,1978,18
19160,MFH,1967,41
19161,MFH,1962,57
19162,MFH,1994,10
19163,MFH,2012,31
19164,MFH,1934,53
19165,MFH,1939,32
19166,MFH,1947,17
19167,MFH,1972,13
19168,MFH,2010,59
19169,MFH,2017,13
19170,MFH,1977,38
19171,MFH,1951,38
19172,MFH,1977,23
19173,MFH,2003,16
19174,MFH,1964,15
19175,MFH,1903,17
19176,MFH,1968,51
19177,MFH,1924,12
19178,MFH,1934,36
19179,MFH,2012,48
19180,MFH,1976,57
19181,MFH,1905,19
19182,MFH,1906,54
19183,MFH,1938,32
19184,MFH,1972,36
19185,MFH,1928,10
19186,MFH,1909,44
19187,MFH,1997,54
19188,MFH,1983,17
19189,MFH,2013,38
19190,MFH,1948,27
19191,MFH,1932,49
19192,MFH,1938,28
19193,MFH,1919,41
19194,MFH,1960,39
19195,MFH,1928,19
19196,MFH,1995,27
19197,MFH,2018,14
19198,MFH,1944,31
19199,MFH,2017,55
19200,MFH,1949,56
19201,MFH,1907,29
19202,MFH,1983,56
19203,MFH,1992,26
19204,MFH,1978,37
19205,MFH,1944,40
19206,MFH,1976,37
19207,MFH,1930,41
19208,MFH,1939,47
19209,MFH,1960,20
19210,MFH,2019,16
19211,MFH,2017,17
19212,MFH,1915,41
19213,MFH,1947,59
19214,MFH,1950,22
19215,MFH,1965,47
19216,MFH,1989,42
19217,MFH,1929,59
19218,MFH,1948,49
19219,MFH,1990,53
19220,MFH,2019,53
19221,MFH,1900,15
19222,MFH,2019,23
19223,MFH,1996,57
19224,MFH,1913,50
19225,MFH,1961,56
19226,MFH,2000,52
19227,MFH,1979,12
19228,MFH,1902,31
19229,MFH,2016,45
19230,MFH,1934,32
19231,MFH,1941,47
19232,MFH,1915,56
19233,MFH,1987,44
19234,MFH,1943,38
19235,MFH,1905,35
19236,MFH,2001,48
19237,MFH,1974,44
19238,MFH,1938,54
19239,MFH,1901,42
19240,MFH,1956,48
19241,MFH,1970,35
19242,MFH,1920,18
19243,MFH,1987,30
19244,MFH,1992,32
19245,MFH,1944,28
19246,MFH,1929,40
19247,MFH,1956,26
19248,MFH,1977,29
19249,MFH,1962,21
19250,MFH,2011,50
19251,MFH,1933,47
19252,MFH,2013,36
19253,MFH,1975,33
19254,MFH,1966,23
19255,MFH,1904,20
19256,MFH,1956,44
19257,MFH,1926,21
19258,MFH,1901,22
19259,MFH,1979,56
19260,MFH,1976,47
19261,MFH,1994,24
19262,MFH,1909,55
19263,MFH,1977,18
19264,MFH,1967,34
19265,MFH,1954,12
19266,MFH,1904,34
19267,MFH,1925,22
19268,MFH,1975,22
19269,MFH,1930,44
19270,MFH,1972,14
19271,MFH,1951,43
19272,MFH,1932,46
19273,MFH,1999,37
19274,MFH,1928,49
19275,MFH,1922,38
19276,MFH,1922,26
19277,MFH,1997,41
19278,MFH,1998,27
19279,MFH,1901,47
19280,MFH,1931,47
19281,MFH,1988,43
19282,MFH,1957,52
19283,MFH,1946,44
19284,MFH,1995,12
19285,MFH,1966,51
19286,MFH,1923,29
19287,MFH,1909,51
19288,MFH,1903,53
19289,MFH,1958,14
19290,MFH,1986,41
19291,MFH,1912,51
19292,MFH,1998,38
19293,MFH,1907,38
19294,MFH,1967,57
19295,MFH,1927,45
19296,MFH,1925,25
19297,MFH,2006,46
19298,MFH,1975,10
19299,MFH,1916,23
19300,MFH,1946,20
19301,MFH,1939,54
19302,MFH,1900,42
19303,MFH,1922,49
19304,MFH,1969,51
19305,MFH,1908,36
19306,MFH,1970,16
19307,MFH,1913,24
19308,MFH,1913,19
19309,MFH,1962,29
19310,MFH,1980,33
19311,MFH,1976,34
19312,MFH,2011,30
19313,MFH,1915,38
19314,MFH,1933,48
19315,MFH,1945,34
19316,MFH,2018,57
19317,MFH,1901,46
19318,MFH,2009,51
19319,MFH,2002,49
19320,MFH,2006,28
19321,MFH,1902,27
19322,MFH,1949,23
19323,MFH,1938,33
19324,MFH,1970,48
19325,MFH,1950,22
19326,MFH,1937,13
19327,MFH,1920,15
19328,MFH,2002,34
19329,MFH,1984,32
19330,MFH,1922,12
19331,MFH,1974,29
19332,MFH,1932,50
19333,MFH,1919,10
19334,MFH,1966,52
19335,MFH,1952,24
19336,MFH,1933,43
19337,MFH,1980,30
19338,MFH,1982,24
19339,MFH,1928,30
19340,MFH,1980,26
19341,MFH,1951,24
19342,MFH,1919,41
19343,MFH,1905,17
19344,MFH,1977,35
19345,MFH,2006,20
19346,MFH,2003,46
19347,MFH,2010,41
19348,MFH,1909,21
19349,MFH,1947,24
19350,MFH,1966,26
19351,MFH,1971,52
19352,MFH,1917,47
19353,MFH,1964,38
19354,MFH,1984,40
19355,MFH,1959,19
19356,MFH,1915,24
19357,MFH,2013,48
19358,MFH,1981,48
19359,MFH,2000,44
19360,MFH,1933,34
19361,MFH,1966,54
19362,MFH,2019,10
19363,MFH,2004,26
19364,MFH,1944,38
19365,MFH,1956,30
19366,MFH,1960,56
19367,MFH,1910,27
19368,MFH,2006,32
19369,MFH,1953,27
19370,MFH,1976,55
19371,MFH,2011,51
19372,MFH,1908,31
19373,MFH,1969,57
19374,MFH,1927,17
19375,MFH,1958,34
